sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators,normalized_prey
777,396,0.51675,0.011375,0.715,0,0,5.4,1.69706,0
778,478,0.5065,0.219625,0.577,467.2,15.2735,6,8.48528,0.977406
779,227,0.7885,0.098375,0.25125,227,0,0,0,1
780,436,0.80025,0.101875,0.656,352.4,52.3259,18.8,0.848528,0.808257
781,424,0.6305,0.176125,0.66075,375.6,68.4479,9.7,13.7179,0.885849
782,410,0.5315,0.20025,0.6415,376.7,1.83848,17.3,2.68701,0.91878
783,359,0.95175,0.148125,0.359,359,0,0,0,1
784,634,0.547,0.197875,0.6745,399.6,7.07107,83.5,34.3654,0.630284
785,254,0.54625,0.23425,0.47975,254,0,0,0,1
786,212,0.83925,0.205875,0.469,212,0,0,0,1
787,324,0.5605,0.137,0.6335,291.9,23.0517,20.1,10.8894,0.900926
788,693,0.99825,0.244625,0.74725,657.2,50.6288,5,7.07107,0.948341
789,584,0.96075,0.163625,0.43325,584,0,0,0,1
790,392,0.731,0.134125,0.35175,392,0,0,0,1
791,382,0.82575,0.22,0.732,382,0,0,0,1
792,640,0.94775,0.1165,0.38975,526.3,94.8937,23.6,17.8191,0.822344
793,442,0.562,0.17125,0.435,442,0,0,0,1
794,457,0.926,0.124125,0.2675,457,0,0,0,1
795,759,0.84875,0.146375,0.45225,488.7,10.0409,52.9,10.8894,0.643874
796,629,0.6265,0.096375,0.4945,207.8,40.1637,93.3,0.707107,0.330366
797,417,0.5865,0.057875,0.68425,76.4,56.0029,68.1,11.4551,0.183213
798,661,0.5715,0.199375,0.51975,489.1,1.27279,49.1,14.2836,0.739939
799,629,0.58875,0.17825,0.5165,472.8,33.6583,56.1,1.27279,0.751669
800,755,0.84025,0.132,0.7335,360.3,146.371,79.1,30.1227,0.477219
801,775,0.861,0.180125,0.27725,775,0,0,0,1
802,584,0.99775,0.108875,0.6485,386.6,10.1823,38.7,19.9404,0.661986
803,425,0.77075,0.197,0.487,425,0,0,0,1
804,524,0.75325,0.1635,0.57175,496.8,23.4759,7.8,3.67696,0.948092
805,773,0.8895,0.146,0.7075,553.8,181.302,30.7,23.0517,0.716429
806,379,0.97925,0.088375,0.4085,363.9,21.3546,6,8.48528,0.960158
807,350,0.67475,0.185375,0.7305,340.5,13.435,6.9,9.75807,0.972857
808,328,0.69975,0.228875,0.2505,328,0,0,0,1
809,379,0.95,0.075375,0.67125,210.2,11.8794,36.5,0.424264,0.554617
810,676,0.5245,0.02975,0.365,28.8,0,87.1,15.4149,0.0426036
811,385,0.52825,0.152375,0.63075,306.7,12.8693,39.1,3.81838,0.796623
812,764,0.77875,0.102,0.6475,335.6,276.903,88.1,64.3467,0.439267
813,519,0.8765,0.047125,0.56425,116.1,90.3682,61.6,11.5966,0.223699
814,377,0.7715,0.041875,0.72825,12.6,17.8191,5,7.07107,0.0334218
815,621,0.72725,0.044125,0.56125,24.2,1.13137,62.5,3.53553,0.0389694
816,235,0.593,0.18675,0.3905,235,0,0,0,1
817,778,0.63475,0.10075,0.3495,384,65.6195,90.1,20.5061,0.493573
818,318,0.89575,0.047875,0.69425,107.3,49.6389,59.7,14.8492,0.337421
819,695,0.60375,0.114125,0.5345,342.8,51.4774,88.6,2.26274,0.493237
820,706,0.714,0.0345,0.64175,0,0,0,0,0
821,595,0.98275,0.01,0.38875,0,0,4.1,1.55563,0
822,546,0.86625,0.052625,0.6355,141.6,11.5966,32.4,17.2534,0.259341
823,549,0.85075,0.167625,0.65925,505.4,61.6597,6.8,9.61665,0.920583
824,470,0.666,0.080875,0.72525,224,147.078,84.2,33.3754,0.476596
825,770,0.538,0.065625,0.63325,42.6,20.0818,45.7,24.1831,0.0553247
826,206,0.57775,0.039375,0.278,174.2,16.6877,27.5,14.0007,0.845631
827,299,0.837,0.02125,0.718,0,0,0,0,0
828,431,0.65325,0.009625,0.25725,0,0,5,1.41421,0
829,378,0.618,0.15875,0.50775,378,0,0,0,1
830,540,0.84975,0.22925,0.71,540,0,0,0,1
831,705,0.65925,0.01125,0.56525,0,0,3.1,1.83848,0
832,381,0.77825,0.1725,0.27075,381,0,0,0,1
833,317,0.559,0.220625,0.5065,317,0,0,0,1
834,773,0.6855,0.00025,0.707,0,0,748.3,32.3855,0
835,678,0.86475,0.21225,0.412,678,0,0,0,1
836,602,0.659,0.007125,0.2765,0,0,16.1,1.27279,0
837,645,0.80325,0.147875,0.6535,441.5,137.037,30.5,28.1428,0.684496
838,288,0.637,0.2395,0.56075,288,0,0,0,1
839,797,0.68275,0.078,0.29325,307.9,38.608,92.1,8.34386,0.386324
840,718,0.55175,0.235375,0.431,687,43.8406,8.5,12.0208,0.956825
841,255,0.8165,0.219875,0.3175,255,0,0,0,1
842,639,0.998,0.097,0.59325,369.2,62.2254,38.3,4.6669,0.577778
843,567,0.94575,0.239125,0.43525,567,0,0,0,1
844,363,0.82375,0.184875,0.2815,363,0,0,0,1
845,790,0.83225,0.2245,0.53725,730.4,84.2871,9.2,13.0108,0.924557
846,310,0.624,0.223125,0.69625,310,0,0,0,1
847,446,0.639,0.222375,0.70325,434.3,16.5463,9.3,13.1522,0.973767
848,631,0.7555,0.032875,0.5655,0.6,0.848528,6.6,9.33381,0.000950872
849,362,0.5515,0.2275,0.5245,362,0,0,0,1
850,642,0.583,0.11225,0.40275,319,19.2333,105.9,1.83848,0.496885
851,459,0.5235,0.092125,0.5445,128.8,6.78823,128.2,22.6274,0.28061
852,427,0.5555,0.243625,0.62575,427,0,0,0,1
853,507,0.7725,0.030125,0.7245,0,0,0,0,0
854,395,0.64475,0.07175,0.6255,192,52.3259,91.2,43.2749,0.486076
855,603,0.9095,0.04625,0.4595,209.4,77.2161,69.2,20.3647,0.347264
856,559,0.9045,0.1795,0.27825,559,0,0,0,1
857,591,0.5485,0.01775,0.62025,0,0,0.5,0.141421,0
858,269,0.84125,0.049625,0.5825,122.1,20.2233,58.1,10.8894,0.453903
859,504,0.73325,0.129125,0.43075,450.1,28.9914,16.6,9.61665,0.893056
860,228,0.72,0.104125,0.45,228,0,0,0,1
861,406,0.64825,0.016375,0.62825,0,0,0.2,0,0
862,720,0.96125,0.195625,0.27425,720,0,0,0,1
863,411,0.824,0.04475,0.4345,152.7,34.0825,85.2,10.4652,0.371533
864,775,0.52075,0.199625,0.48525,507.3,69.4379,82.2,5.65685,0.654581
865,695,0.875,0.002125,0.384,0,0,153.5,6.92965,0
866,411,0.9165,0.077875,0.65175,164.6,39.598,83.5,4.6669,0.400487
867,524,0.819,0.165625,0.575,469.5,8.90955,7.1,5.51543,0.895992
868,329,0.7025,0.06125,0.61775,168.3,58.407,92.1,15.1321,0.51155
869,724,0.59575,0.160375,0.71375,419.5,8.34386,125.5,21.9203,0.57942
870,428,0.56675,0.21975,0.41925,428,0,0,0,1
871,216,0.85375,0.03225,0.6755,29.7,19.9404,31.7,11.1723,0.1375
872,334,0.8975,0.08,0.635,211.8,53.7401,38.1,0.989949,0.634132
873,638,0.7245,0.206375,0.41125,638,0,0,0,1
874,726,0.94875,0.238125,0.4055,726,0,0,0,1
875,690,0.92325,0.030375,0.477,14.3,7.49533,27.5,17.3948,0.0207246
876,728,0.626,0.077625,0.2555,351.7,16.2635,79.2,1.41421,0.483104
877,263,0.52375,0.048625,0.2595,217.9,12.5865,34.5,11.4551,0.828517
878,343,0.69075,0.17225,0.53025,343,0,0,0,1
879,311,0.71175,0.063125,0.46725,213.7,16.5463,38.9,3.53553,0.687138
880,633,0.7455,0.03275,0.601,2.2,3.11127,6.4,9.05097,0.00347551
881,674,0.82525,0.111875,0.72075,220.5,65.1952,87.5,27.5772,0.327151
882,352,0.73925,0.198,0.507,352,0,0,0,1
883,455,0.53775,0.156125,0.41425,455,0,0,0,1
884,289,0.54775,0.178625,0.33375,289,0,0,0,1
885,689,0.96225,0.018,0.42675,0,0,0.2,0,0
886,730,0.89975,0.16675,0.61825,598.1,46.5276,23.2,2.82843,0.819315
887,411,0.89425,0.19875,0.253,411,0,0,0,1
888,430,0.56575,0.0675,0.4265,180.1,26.4458,99.8,11.5966,0.418837
889,418,0.609,0.209875,0.683,418,0,0,0,1
890,501,0.8445,0.068875,0.6775,144.6,110.874,58.3,9.47523,0.288623
891,660,0.80125,0.198875,0.4025,660,0,0,0,1
892,671,0.80225,0.101375,0.44,354.2,65.3367,61.8,11.8794,0.527869
893,580,0.73175,0.017625,0.35075,1.8,2.54558,8.1,11.1723,0.00310345
894,223,0.96775,0.08125,0.26825,223,0,0,0,1
895,442,0.86525,0.077,0.33675,362.2,12.1622,28.4,1.69706,0.819457
896,604,0.7325,0.12325,0.25225,604,0,0,0,1
897,263,0.7675,0.009125,0.5925,0,0,5.2,1.13137,0
898,742,0.56325,0.054,0.53275,72.7,51.336,77.2,18.9505,0.0979784
899,200,0.60525,0.180875,0.66225,200,0,0,0,1
900,371,0.93225,0.00475,0.678,0,0,38.2,0.565685,0
901,670,0.85625,0.10475,0.48275,400.3,10.6066,49.1,8.6267,0.597463
902,682,0.784,0.079625,0.3535,324.9,25.3144,78.8,24.0416,0.476393
903,482,0.775,0.072875,0.272,410.4,40.7294,25,10.748,0.851452
904,500,0.59125,0.064125,0.42075,135.6,0,113.5,7.21249,0.2712
905,620,0.5635,0.02725,0.6595,0,0,0,0,0
906,447,0.55575,0.016875,0.60775,0,0,0,0,0
907,300,0.91825,0.234,0.67525,300,0,0,0,1
908,386,0.77725,0.091375,0.64925,180.9,84.7114,69.9,8.6267,0.468653
909,532,0.60775,0.046875,0.40625,165.7,7.21249,101.4,10.748,0.311466
910,674,0.56925,0.17275,0.57025,437.2,80.0445,47.9,10.8894,0.648665
911,281,0.9895,0.095375,0.47125,281,0,0,0,1
912,615,0.822,0.107375,0.4395,382.3,94.8937,44.9,21.3546,0.621626
913,590,0.587,0.19925,0.5705,492.8,29.9813,19.8,13.8593,0.835254
914,711,0.84475,0.187125,0.28075,711,0,0,0,1
915,227,0.70025,0.09875,0.3735,227,0,0,0,1
916,516,0.52175,0.041375,0.5035,34.8,20.6475,62.7,52.4673,0.0674419
917,236,0.677,0.06175,0.29025,236,0,0,0,1
918,226,0.95125,0.176,0.6915,226,0,0,0,1
919,589,0.98075,0.015875,0.5605,0,0,0.2,0.282843,0
920,295,0.5455,0.058125,0.628,138.7,90.0854,78.4,41.0122,0.470169
921,501,0.511,0.208875,0.74175,338.9,4.38406,83.2,36.7696,0.676447
922,449,0.9575,0.1385,0.5685,408.1,25.5973,9.7,8.06102,0.908909
923,708,0.78225,0.068625,0.34675,327.1,49.6389,65.5,13.1522,0.462006
924,302,0.973,0.008875,0.546,0,0,3.9,0.141421,0
925,316,0.5045,0.034,0.3485,84.2,5.09117,120.3,43.982,0.266456
926,321,0.937,0.2325,0.702,321,0,0,0,1
927,325,0.78075,0.210375,0.34425,325,0,0,0,1
928,692,0.632,0.217,0.28175,692,0,0,0,1
929,222,0.6145,0.20575,0.58925,222,0,0,0,1
930,545,0.64925,0.02675,0.4465,0,0,0,0,0
931,653,0.79,0.006125,0.61125,0,0,30,3.39411,0
932,719,0.71725,0.225375,0.73825,605.1,89.2369,24,15.2735,0.841586
933,672,0.93875,0.093125,0.524,323.7,20.5061,60.8,9.05097,0.481696
934,598,0.741,0.103125,0.4255,351.6,156.695,62.4,31.6784,0.58796
935,686,0.98325,0.089875,0.57525,261.2,69.0136,78.3,23.0517,0.380758
936,356,0.62525,0.12525,0.7095,247.1,0.707107,44.3,4.94975,0.694101
937,668,0.9375,0.128,0.68675,379.4,7.63675,40.2,7.9196,0.567964
938,354,0.7265,0.097375,0.3005,354,0,0,0,1
939,634,0.9005,0.06025,0.44875,224.8,148.492,83,26.3044,0.354574
940,582,0.74925,0.1565,0.38575,568.8,18.6676,4.6,6.50538,0.97732
941,777,0.502,0.134,0.38325,402.3,22.2032,102.9,15.6978,0.517761
942,735,0.8915,0.10275,0.3525,479.2,46.1034,50.3,4.10122,0.651973
943,662,0.56425,0.22375,0.318,662,0,0,0,1
944,576,0.87525,0.088125,0.40925,359.7,68.8722,44.7,13.435,0.624479
945,429,0.7695,0.114375,0.50675,308.3,27.86,42,12.7279,0.718648
946,709,0.888,0.104375,0.70475,386.5,79.3374,81.3,6.08112,0.545134
947,769,0.797,0.230375,0.68725,617.5,16.2635,18.4,1.13137,0.802991
948,644,0.84,0.203375,0.50325,621.6,31.6784,5.8,8.20244,0.965217
949,387,0.82275,0.247,0.25025,387,0,0,0,1
950,648,0.846,0.02625,0.33425,116.5,66.6095,72.9,12.3037,0.179784
951,719,0.54025,0.173,0.3565,560.1,62.9325,40.7,16.5463,0.778999
952,337,0.872,0.022875,0.7275,0,0,0,0,0
953,728,0.52575,0.12025,0.31675,409.9,79.3374,94.6,10.4652,0.563049
954,423,0.745,0.019,0.43925,1.3,1.83848,9.9,13.7179,0.00307329
955,741,0.77375,0.241,0.541,703,16.122,4.9,2.96985,0.948718
956,304,0.6615,0.039625,0.71425,2.2,3.11127,6.6,7.9196,0.00723684
957,557,0.69825,0.080625,0.26975,401.5,53.5987,42.4,11.8794,0.720826
958,583,0.54575,0.06625,0.3595,226,31.6784,95.5,12.0208,0.38765
959,706,0.64525,0.069125,0.65525,162,103.803,72.4,5.37401,0.229462
960,600,0.7195,0.203,0.39,600,0,0,0,1
961,228,0.57425,0.018625,0.68525,0,0,0.1,0.141421,0
962,361,0.83,0.123875,0.6565,313.4,10.748,15.2,8.76812,0.868144
963,319,0.992,0.095,0.28625,319,0,0,0,1
964,422,0.8175,0.222,0.37275,422,0,0,0,1
965,692,0.58175,0.243375,0.25075,692,0,0,0,1
966,267,0.63275,0.154625,0.4005,267,0,0,0,1
967,640,0.81025,0.13825,0.2795,640,0,0,0,1
968,536,0.5955,0.1195,0.38175,436.5,36.0624,32.5,14.5664,0.814366
969,472,0.862,0.1505,0.279,472,0,0,0,1
970,661,0.804,0.0355,0.26475,200.5,48.5075,97.9,0.707107,0.303328
971,782,0.5025,0.118625,0.35925,301,29.9813,122,26.3044,0.38491
972,587,0.597,0.103875,0.3895,329.8,22.9103,75.1,11.1723,0.56184
973,208,0.941,0.030625,0.47375,85.3,23.0517,54.4,8.48528,0.410096
974,374,0.881,0.07225,0.382,264.4,9.05097,41,0.565685,0.706952
975,313,0.78775,0.025375,0.2955,107.5,18.5262,86.7,0.141421,0.34345
976,282,0.88475,0.10425,0.7495,267.6,17.5362,9.5,12.0208,0.948936
977,246,0.54225,0.089625,0.37575,246,0,0,0,1
978,405,0.854,0.17525,0.286,405,0,0,0,1
979,389,0.51125,0.105125,0.55925,235,30.547,88,11.5966,0.604113
980,461,0.99175,0.238,0.343,461,0,0,0,1
981,402,0.8035,0.060625,0.725,165.3,16.2635,61.3,19.9404,0.411194
982,290,0.871,0.149625,0.2715,290,0,0,0,1
983,266,0.63,0.026,0.56,12.2,11.3137,36.6,28.2843,0.0458647
984,335,0.78325,0.0185,0.674,0,0,0,0,0
985,299,0.99275,0.038625,0.42375,135.2,28.2843,57.7,13.435,0.452174
986,311,0.68725,0.166625,0.34975,311,0,0,0,1
987,656,0.50125,0.027875,0.2635,97,21.2132,145.2,25.7387,0.147866
988,719,0.61525,0.070125,0.671,151.9,120.067,100.4,19.799,0.211266
989,357,0.715,0.027125,0.59275,0.9,1.27279,13.2,18.6676,0.00252101
990,431,0.70125,0.103,0.636,189.7,6.6468,76.7,9.19239,0.440139
991,573,0.62225,0.001,0.663,0,0,535.2,11.5966,0
992,348,0.62675,0.20375,0.34375,348,0,0,0,1
993,683,0.8375,0.125875,0.55175,569.6,10.748,29.7,4.94975,0.833968
994,764,0.74475,0.122625,0.60825,421.4,69.0136,71.1,17.112,0.551571
995,765,0.889,0.0255,0.56325,0,0,0,0,0
996,622,0.7855,0.03425,0.3095,181.5,7.21249,79.2,16.4049,0.291801
997,582,0.65175,0.028125,0.54575,0,0,0,0,0
998,619,0.90475,0.1375,0.4835,495.9,28.4257,28.5,15.6978,0.801131
999,443,0.568,0.230125,0.42025,443,0,0,0,1
1000,620,0.5385,0.0585,0.26175,253.2,6.78823,106.1,7.77817,0.408387
1001,474,0.54525,0.15575,0.441,405.1,38.8909,25.5,6.6468,0.854641
1002,720,0.93525,0.214875,0.6945,599.9,76.509,15.1,7.21249,0.833194
1003,573,0.9185,0.168875,0.36675,573,0,0,0,1
1004,753,0.92625,0.2065,0.4935,692.9,31.8198,17.8,6.78823,0.920186
1005,750,0.91075,0.09125,0.388,405.1,69.155,65.5,16.8291,0.540133
1006,502,0.98225,0.021125,0.56825,0,0,0,0,0
1007,748,0.59175,0.22475,0.712,615.4,187.525,23.3,32.9512,0.822727
1008,353,0.8625,0.167125,0.5195,353,0,0,0,1
1009,715,0.6845,0.117625,0.418,451.6,21.7789,59,12.4451,0.631608
1010,732,0.68825,0.2365,0.333,732,0,0,0,1
1011,511,0.756,0.075125,0.58225,245.1,96.8736,44.1,32.3855,0.479648
1012,491,0.755,0.118125,0.29125,491,0,0,0,1
1013,219,0.661,0.0025,0.335,0,0,88.1,0.989949,0
1014,465,0.925,0.114,0.73725,354.6,0.848528,35.5,3.81838,0.762581
1015,416,0.6375,0.08475,0.31375,349.8,11.0309,33.8,1.41421,0.840865
1016,697,0.8015,0.1575,0.598,431.6,87.1156,55.7,13.1522,0.619225
1017,761,0.62575,0.071375,0.45825,164.9,5.23259,123.5,54.1644,0.216689
1018,563,0.514,0.0165,0.68825,0,0,0.1,0.141421,0
1019,687,0.9175,0.224375,0.53375,669,25.4558,4.6,6.50538,0.973799
1020,384,0.87575,0.115375,0.3225,384,0,0,0,1
1021,705,0.90225,0.234125,0.28675,705,0,0,0,1
1022,243,0.811,0.176625,0.29275,243,0,0,0,1
1023,600,0.52625,0.084625,0.6985,85.7,40.3051,207.5,66.3266,0.142833
1024,675,0.7045,0.2235,0.47425,655.3,27.86,3.9,5.51543,0.970815
1025,590,0.6475,0.05675,0.38775,140.2,20.3647,111.2,26.0215,0.237627
1026,551,0.68325,0.033875,0.41025,53.3,53.5987,70,37.0524,0.0967332
1027,631,0.66525,0.063625,0.748,154.4,138.593,14.6,20.6475,0.244691
1028,757,0.7955,0.1585,0.59875,419.9,29.2742,57,2.82843,0.55469
1029,363,0.6765,0.0245,0.442,17.7,10.8894,38.4,13.8593,0.0487603
1030,602,0.567,0.169375,0.513,451.4,85.9842,73.1,29.2742,0.749834
1031,556,0.89325,0.093,0.7445,305.5,102.813,41.8,24.3245,0.54946
1032,408,0.8535,0.0125,0.2535,10.2,13.8593,47.1,46.2448,0.025
1033,674,0.57275,0.090375,0.42225,263.2,20.0818,138.4,7.9196,0.390504
1034,277,0.517,0.14775,0.43975,277,0,0,0,1
1035,251,0.78725,0.207,0.5645,251,0,0,0,1
1036,624,0.57,0.21025,0.5815,444.3,64.0639,51,23.4759,0.712019
1037,307,0.7405,0.240125,0.623,307,0,0,0,1
1038,429,0.96025,0.0365,0.4785,59.2,52.6087,48.6,5.9397,0.137995
1039,762,0.97125,0.07075,0.3835,348.6,141.704,48.5,19.9404,0.45748
1040,465,0.92375,0.189375,0.58425,465,0,0,0,1
1041,202,0.82475,0.004,0.409,0,0,39.6,1.9799,0
1042,710,0.8495,0.229,0.641,629.7,67.458,14.7,7.21249,0.886901
1043,737,0.91475,0.06075,0.36325,264.8,82.0244,65.8,15.8392,0.359294
1044,233,0.9055,0.062125,0.364,233,0,0,0,1
1045,320,0.6905,0.162375,0.26675,320,0,0,0,1
1046,743,0.76425,0.13,0.69225,390.7,58.1242,52.8,18.9505,0.525841
1047,672,0.873,0.173875,0.69925,598.2,29.6985,11.3,8.06102,0.890179
1048,305,0.83175,0.068125,0.501,172,20.3647,46.6,15.5563,0.563934
1049,389,0.51625,0.172,0.385,389,0,0,0,1
1050,556,0.79725,0.038125,0.30675,163.6,44.6891,95.9,10.6066,0.294245
1051,752,0.56375,0.136125,0.51275,306.9,34.9311,105,5.9397,0.408112
1052,468,0.665,0.071,0.62275,203,7.07107,79.4,1.41421,0.433761
1053,237,0.90575,0.2265,0.2855,237,0,0,0,1
1054,234,0.8515,0.09425,0.33,234,0,0,0,1
1055,438,0.777,0.092625,0.26875,438,0,0,0,1
1056,472,0.6495,0.23525,0.25875,472,0,0,0,1
1057,435,0.66025,0.215125,0.7185,412.6,16.9706,8.3,4.10122,0.948506
1058,543,0.823,0.182,0.32325,543,0,0,0,1
1059,739,0.912,0.1305,0.5725,463,77.4989,54.3,25.5973,0.626522
1060,525,0.91575,0.0945,0.492,310.9,37.4767,49.3,5.79828,0.59219
1061,657,0.69025,0.175875,0.602,472.7,161.645,46.5,46.8105,0.719482
1062,372,0.7965,0.196375,0.521,372,0,0,0,1
1063,536,0.742,0.1365,0.48325,382.7,51.6188,57.2,11.8794,0.713993
1064,302,0.851,0.234625,0.47875,302,0,0,0,1
1065,386,0.65425,0.023,0.29,86.9,40.8708,76.9,5.51543,0.22513
1066,284,0.56825,0.233375,0.71275,284,0,0,0,1
1067,317,0.527,0.0505,0.2875,212.2,31.9612,61.9,21.6375,0.669401
1068,593,0.82725,0.15325,0.27975,593,0,0,0,1
1069,743,0.76325,0.183375,0.32275,733.5,2.96985,1.5,0.141421,0.987214
1070,609,0.736,0.224875,0.294,609,0,0,0,1
1071,432,0.7805,0.18725,0.658,424.8,10.1823,3.2,4.52548,0.983333
1072,435,0.53,0.191375,0.52975,435,0,0,0,1
1073,207,0.86425,0.08325,0.66675,201,7.35391,4.8,5.9397,0.971014
1074,353,0.6075,0.18475,0.66925,351.5,2.12132,0.5,0.707107,0.995751
1075,322,0.7475,0.13775,0.62925,306,9.89949,8.7,3.25269,0.950311
1076,573,0.68,0.153125,0.67575,382.8,28.0014,61.9,19.3747,0.668063
1077,291,0.969,0.188375,0.56675,291,0,0,0,1
1078,257,0.7565,0.049875,0.31325,226.4,9.33381,18.2,2.54558,0.880934
1079,491,0.68925,0.123125,0.3695,470.5,8.90955,5,2.54558,0.958248
1080,513,0.8615,0.1255,0.34325,513,0,0,0,1
1081,325,0.89925,0.005875,0.3635,0,0,17.5,0.424264,0
1082,341,0.625,0.218,0.43575,341,0,0,0,1
1083,575,0.848,0.134625,0.35425,575,0,0,0,1
1084,698,0.8305,0.22825,0.2865,698,0,0,0,1
1085,593,0.66225,0.070375,0.31475,282.7,90.3682,84.9,14.0007,0.476728
1086,378,0.668,0.121375,0.3615,378,0,0,0,1
1087,510,0.828,0.173625,0.453,510,0,0,0,1
1088,580,0.77025,0.207875,0.413,580,0,0,0,1
1089,387,0.695,0.096,0.6395,259.7,12.0208,52.6,5.9397,0.671059
1090,659,0.5765,0.155625,0.2515,659,0,0,0,1
1091,359,0.5965,0.143,0.478,358.5,0.707107,0.5,0.707107,0.998607
1092,456,0.808,0.158375,0.53575,455.8,0.282843,0.1,0.141421,0.999561
1093,304,0.9935,0.249875,0.64725,304,0,0,0,1
1094,384,0.65625,0.223875,0.37625,384,0,0,0,1
1095,616,0.6185,0.02425,0.65625,0,0,0.1,0.141421,0
1096,576,0.5095,0.20875,0.374,569.4,9.33381,1.5,2.12132,0.988542
1097,547,0.802,0.202625,0.48,547,0,0,0,1
1098,454,0.91175,0.237,0.724,454,0,0,0,1
1099,349,0.88725,0.032375,0.32575,143.5,21.6375,69.4,5.37401,0.411175
1100,608,0.544,0.022625,0.5545,0,0,0,0,0
1101,758,0.6245,0.06,0.37375,220.9,8.90955,132.7,2.40416,0.291425
1102,617,0.73775,0.051125,0.29925,219.8,34.224,99,3.39411,0.35624
1103,574,0.83075,0.085,0.41775,293.8,11.8794,60.2,8.76812,0.511847
1104,713,0.73025,0.070625,0.51925,200.7,96.5908,100.1,17.3948,0.281487
1105,574,0.54675,0.065875,0.643,122.7,27.5772,92.7,31.537,0.213763
1106,793,0.5205,0.212625,0.6175,555.5,181.726,56.1,49.3561,0.700504
1107,365,0.92825,0.19225,0.27875,365,0,0,0,1
1108,664,0.611,0.24875,0.2905,664,0,0,0,1
1109,405,0.68675,0.00925,0.518,0,0,5.6,0.565685,0
1110,405,0.6545,0.103375,0.4275,354.1,41.4365,21.1,15.1321,0.874321
1111,695,0.62075,0.07275,0.66175,274.4,37.6181,70.4,3.39411,0.39482
1112,366,0.6595,0.014875,0.6215,0,0,0.4,0.282843,0
1113,464,0.759,0.0685,0.5475,202.4,11.8794,81.1,0.707107,0.436207
1114,535,0.656,0.13175,0.28875,519.6,8.20244,4.8,1.69706,0.971215
1115,504,0.7545,0.079875,0.375,274.3,10.0409,63.1,1.55563,0.544246
1116,612,0.5855,0.06425,0.664,72.6,35.921,54.2,8.48528,0.118627
1117,307,0.59275,0.1445,0.604,297.4,13.5765,5.5,7.77817,0.96873
1118,476,0.51875,0.24625,0.39025,476,0,0,0,1
1119,682,0.7395,0.053875,0.528,217.7,35.4968,78.8,1.41421,0.319208
1120,517,0.8655,0.211,0.3215,517,0,0,0,1
1121,421,0.997,0.171125,0.744,421,0,0,0,1
1122,701,0.68975,0.1205,0.45425,299.5,1.27279,71.8,1.9799,0.427247
1123,638,0.97475,0.03025,0.39675,65,41.8607,42.4,8.76812,0.101881
1124,250,0.98725,0.0815,0.512,250,0,0,0,1
1125,602,0.55625,0.0875,0.383,254.3,10.8894,100.8,15.5563,0.422425
1126,246,0.52975,0.08075,0.705,159.8,0.565685,77.4,7.63675,0.649593
1127,444,0.8185,0.17775,0.7025,421.6,31.6784,3.4,4.80833,0.94955
1128,315,0.62725,0.001625,0.44275,0,0,186.5,7.77817,0
1129,682,0.97025,0.158875,0.7355,414.7,7.77817,64.2,10.4652,0.608065
1130,567,0.699,0.0175,0.36825,0,0,0.1,0.141421,0
1131,328,0.779,0.14075,0.446,328,0,0,0,1
1132,638,0.56125,0.101125,0.542,184.4,9.05097,146.5,63.4982,0.289028
1133,311,0.95025,0.035,0.31525,171.5,30.1227,56.5,1.83848,0.551447
1134,451,0.9805,0.07125,0.2845,423.9,32.6683,8.7,8.90955,0.939911
1135,392,0.75725,0.1035,0.34125,392,0,0,0,1
1136,577,0.75125,0.088875,0.73025,361.4,4.80833,37.9,2.68701,0.626343
1137,734,0.75075,0.099125,0.4765,285.2,109.46,81.2,22.0617,0.388556
1138,290,0.7035,0.113875,0.252,290,0,0,0,1
1139,446,0.8295,0.226875,0.4215,446,0,0,0,1
1140,459,0.62175,0.17475,0.6275,404.6,4.24264,14.8,3.39411,0.881481
1141,489,0.71775,0.069625,0.65225,195.2,108.612,82.8,26.5872,0.399182
1142,295,0.56625,0.223625,0.59225,295,0,0,0,1
1143,578,0.74625,0.142875,0.46475,473.6,39.598,32,7.9196,0.819377
1144,281,0.81725,0.069,0.644,153.9,20.2233,56.8,4.52548,0.547687
1145,606,0.50625,0.12275,0.31975,447.6,25.173,64.1,12.0208,0.738614
1146,507,0.708,0.21525,0.327,507,0,0,0,1
1147,521,0.61325,0.01975,0.46775,0,0,0.1,0.141421,0
1148,396,0.75675,0.226,0.429,396,0,0,0,1
1149,441,0.769,0.105375,0.53925,304.6,86.267,44.6,30.8299,0.690703
1150,781,0.542,0.14275,0.30725,499.2,23.7588,71.5,12.5865,0.639181
1151,441,0.66575,0.050125,0.35475,135.9,10.6066,86.5,14.8492,0.308163
1152,754,0.5925,0.039,0.60125,0,0,0,0,0
1153,620,0.7765,0.0605,0.38825,128.7,29.2742,90.9,0.989949,0.207581
1154,345,0.57125,0.145125,0.3135,345,0,0,0,1
1155,275,0.70225,0.084875,0.35125,275,0,0,0,1
1156,599,0.57375,0.23675,0.6005,562,52.3259,11.7,16.5463,0.93823
1157,613,0.674,0.12675,0.53225,341.8,8.76812,82,0.848528,0.557586
1158,208,0.617,0.2285,0.44775,208,0,0,0,1
1159,425,0.718,0.031875,0.26275,171.6,19.2333,79.7,3.25269,0.403765
1160,741,0.87825,0.193375,0.2525,741,0,0,0,1
