sample,nr,dr,df,rf,avg_prey,std_prey,avg_predators,std_predators
770,476,0.7505,0.19775,0.6495,450.4,27.7031,7.52,8.13953,0.946218
771,393,0.936,0.13425,0.5765,379.88,18.1866,3.68,5.36395,0.966616
772,403,0.845,0.16275,0.6935,369.28,20.9091,14.4,8.03119,0.916328
773,378,0.883,0.21025,0.6635,378,0,0,0,1
774,540,0.6835,0.089,0.548,241.12,67.9242,71.76,26.796,0.446519
775,444,0.669,0.04725,0.5925,129.72,53.3814,57.92,41.6657,0.292162
776,204,0.51,0.06575,0.547,133.6,18.5343,64.48,12.2659,0.654902
777,713,0.9155,0.00325,0.5335,0,0,103.92,6.95212,0
778,347,0.581,0.072,0.296,301.32,24.969,27.04,12.9811,0.868357
779,333,0.8075,0.1355,0.5005,333,0,0,0,1
780,308,0.802,0.023,0.386,39.68,14.8913,52.44,12.0941,0.128831
781,294,0.642,0.121,0.4125,294,0,0,0,1
782,560,0.7265,0.09575,0.708,295.08,79.0077,80.44,35.2665,0.526929
783,506,0.766,0.16675,0.7145,421.72,23.9498,24.76,12.1683,0.833439
784,441,0.661,0.1775,0.55,438.6,5.36656,0.96,2.14663,0.994558
785,261,0.945,0.216,0.7375,261,0,0,0,1
786,251,0.6545,0.22525,0.388,251,0,0,0,1
787,692,0.755,0.145,0.4625,473.96,66.0019,45.36,16.2551,0.684913
788,693,0.8975,0.1125,0.3075,623.76,45.6435,14.36,8.85709,0.900087
789,448,0.6505,0.07825,0.361,278,33.5264,61.24,14.8959,0.620536
790,789,0.7255,0.1685,0.689,419.68,112.845,69.28,38.1771,0.531914
791,429,0.519,0.06775,0.554,134.08,48.7768,121.2,10.447,0.312541
792,574,0.923,0.1985,0.6365,543.2,38.419,5.76,7.05748,0.946341
793,785,0.666,0.04125,0.2855,188.68,60.3653,119.04,22.4537,0.240357
794,681,0.7235,0.0705,0.299,345.56,75.559,71.72,17.9903,0.50743
795,288,0.874,0.1915,0.3705,288,0,0,0,1
796,279,0.9505,0.11725,0.5725,279,0,0,0,1
797,356,0.5355,0.2,0.4335,356,0,0,0,1
798,752,0.9565,0.20075,0.263,752,0,0,0,1
799,644,0.6815,0.17625,0.518,490.08,47.2433,30.16,17.2444,0.760994
800,242,0.976,0.21575,0.2595,242,0,0,0,1
801,617,0.8525,0.07975,0.4355,254.44,42.7519,74.28,10.3977,0.412382
802,527,0.609,0.0775,0.3995,238.4,37.5374,81.08,15.0031,0.452372
803,440,0.906,0.0855,0.354,392.72,18.9212,15.32,5.37885,0.892545
804,605,0.694,0.006,0.523,0,0,36.4,1.92354,0
805,542,0.7095,0.148,0.2905,542,0,0,0,1
806,577,0.8485,0.15275,0.286,577,0,0,0,1
807,702,0.8995,0.22475,0.3395,702,0,0,0,1
808,798,0.545,0.14625,0.28,543.8,69.1864,67.04,14.2397,0.681454
809,524,0.9725,0.1545,0.528,505.8,21.8367,5.2,6.18223,0.965267
810,660,0.8415,0.213,0.2785,660,0,0,0,1
811,400,0.5815,0.02875,0.3745,58.12,19.9803,92.2,24.1081,0.1453
812,397,0.575,0.2015,0.626,393.28,7.98699,2.96,6.3975,0.99063
813,289,0.533,0.111,0.5465,251.8,18.1984,26.32,12.5145,0.87128
814,683,0.8095,0.21,0.6225,603.8,45.9132,16.24,9.88878,0.884041
815,799,0.723,0.2155,0.3955,754.48,55.1622,9.68,12.1693,0.94428
816,390,0.916,0.067,0.594,163.52,30.7013,60.76,6.66993,0.419282
817,704,0.8065,0.24075,0.4065,704,0,0,0,1
818,651,0.988,0.06125,0.625,258.84,78.6916,53.44,13.151,0.397604
819,242,0.629,0.158,0.5675,242,0,0,0,1
820,503,0.8545,0.061,0.637,153.76,81.1341,67.48,22.008,0.305686
821,246,0.735,0.12275,0.4565,246,0,0,0,1
822,451,0.993,0.0265,0.5785,9.64,15.0083,10.76,14.601,0.0213747
823,245,0.6,0.11525,0.4075,245,0,0,0,1
824,495,0.963,0.238,0.6995,495,0,0,0,1
825,663,0.835,0.015,0.4135,0,0,0.32,0.268328,0
826,368,0.856,0.12875,0.6685,360.12,13.9482,3.8,6.09918,0.978587
827,401,0.506,0.19525,0.358,401,0,0,0,1
828,344,0.706,0.20375,0.338,344,0,0,0,1
829,359,0.5375,0.1495,0.381,359,0,0,0,1
830,265,0.76,0.23425,0.687,265,0,0,0,1
831,351,0.5665,0.0615,0.3495,208.36,21.0919,81.72,15.4101,0.593618
832,482,0.978,0.077,0.5285,270.44,82.8915,46.8,21.5541,0.561079
833,672,0.6075,0.07325,0.6515,307,201.252,56.12,24.1891,0.456845
834,553,0.503,0.204,0.343,553,0,0,0,1
835,226,0.825,0.048,0.278,225.92,0.178885,0.24,0.357771,0.999646
836,795,0.7015,0.0645,0.425,214.44,62.77,92.52,22.274,0.269736
837,334,0.909,0.1515,0.7025,334,0,0,0,1
838,222,0.6845,0.19925,0.328,222,0,0,0,1
839,688,0.8015,0.15425,0.3345,662.84,14.0801,4.72,2.74809,0.96343
840,304,0.8885,0.11925,0.434,304,0,0,0,1
841,650,0.648,0.12125,0.3125,514.72,49.0911,38.76,11.3273,0.791877
842,600,0.937,0.2415,0.466,600,0,0,0,1
843,794,0.639,0.1855,0.6315,527.36,119.645,59.64,27.6092,0.664181
844,292,0.7575,0.04825,0.567,85.48,11.6624,72.12,5.4582,0.29274
845,399,0.5805,0.05375,0.7445,61.28,40.485,34.44,9.83199,0.153584
846,228,0.598,0.10825,0.6325,217.24,10.6906,7.2,6.62873,0.952807
847,476,0.549,0.1865,0.597,422.72,46.0432,24.24,17.7558,0.888067
848,254,0.849,0.13175,0.737,253.72,0.626099,0.12,0.268328,0.998898
849,791,0.585,0.09025,0.3415,345.6,40.5384,115.72,10.8955,0.436915
850,369,0.758,0.062,0.3815,241.64,23.4241,49.28,7.80974,0.654851
851,653,0.756,0.0245,0.736,0,0,0,0,0
852,569,0.574,0.00625,0.3565,0,0,28.88,1.85796,0
853,523,0.851,0.0195,0.2515,83.12,19.7811,88.84,5.76784,0.158929
854,497,0.555,0.01775,0.312,15.08,9.09131,33.64,24.1273,0.0303421
855,287,0.763,0.22125,0.4695,287,0,0,0,1
856,674,0.7805,0.013,0.6485,0,0,0.88,0.228035,0
857,737,0.7615,0.174,0.262,737,0,0,0,1
858,366,0.5755,0.12575,0.6445,275.52,48.6324,40,14.798,0.752787
859,597,0.5645,0.04675,0.606,34.84,54.4723,30.88,33.8747,0.0583585
860,450,0.631,0.00875,0.469,0,0,8.36,1.18659,0
861,525,0.714,0.13125,0.41,467.4,32.6913,17.84,11.403,0.890286
862,720,0.704,0.08675,0.5245,243.48,103.393,91.88,23.6722,0.338167
863,788,0.535,0.1465,0.397,401.92,32.6066,92.72,10.9787,0.510051
864,455,0.5045,0.10375,0.258,440.52,14.698,7.4,6.73053,0.968176
865,343,0.562,0.01375,0.701,0,0,0.88,0.228035,0
866,723,0.798,0.23975,0.2725,723,0,0,0,1
867,299,0.9235,0.16925,0.355,299,0,0,0,1
868,707,0.6005,0.181,0.494,473.36,71.5987,60.88,23.0506,0.669533
869,201,0.621,0.1655,0.5105,201,0,0,0,1
870,710,0.8465,0.21275,0.3265,710,0,0,0,1
871,786,0.8005,0.07075,0.3885,240.8,36.6057,92.4,20.4509,0.306361
872,273,0.705,0.086,0.507,231.84,21.3754,25.04,10.6831,0.849231
873,462,0.771,0.17275,0.3285,462,0,0,0,1
874,759,0.702,0.22625,0.304,759,0,0,0,1
875,616,0.708,0.16025,0.721,411.12,78.2913,51.92,22.6643,0.667403
876,572,0.823,0.2055,0.458,572,0,0,0,1
877,458,0.656,0.10275,0.739,246.36,79.233,66.68,38.8058,0.537904
878,783,0.905,0.09875,0.3355,478.72,76.5379,50.24,18.4999,0.611392
879,460,0.6495,0.12675,0.306,460,0,0,0,1
880,717,0.649,0.0345,0.604,0,0,0,0,0
881,651,0.944,0.13275,0.483,460.36,78.5294,37.72,15.2365,0.707158
882,227,0.9935,0.21475,0.362,227,0,0,0,1
883,320,0.741,0.1805,0.6305,320,0,0,0,1
884,461,0.991,0.0115,0.387,1.12,2.5044,4.24,5.91168,0.0024295
885,303,0.6165,0.085,0.5015,208.92,33.5585,54.12,22.1705,0.689505
886,559,0.824,0.01575,0.341,3.52,7.87096,6.12,8.74597,0.00629696
887,253,0.5445,0.1695,0.376,253,0,0,0,1
888,754,0.9625,0.1645,0.713,579.2,126.527,23.68,20.0333,0.76817
889,487,0.6525,0.14325,0.4815,414.36,37.1315,30.8,14.4651,0.850842
890,582,0.786,0.03,0.274,182.28,34.3289,88.96,9.78305,0.313196
891,231,0.7795,0.2075,0.4825,231,0,0,0,1
892,309,0.731,0.24475,0.25,309,0,0,0,1
893,738,0.6745,0.1565,0.512,504,105.66,54.36,27.4085,0.682927
894,338,0.531,0.10125,0.572,227.24,35.0675,58.56,20.8266,0.672308
895,652,0.8205,0.137,0.7435,438.36,127.315,34.92,25.9922,0.672331
896,598,0.6875,0.07275,0.32,289.2,41.3884,79.68,5.85081,0.483612
897,560,0.58,0.002,0.29,0,0,184.24,6.58999,0
898,768,0.543,0.115,0.371,405.8,46.4579,91.84,11.9083,0.528385
899,581,0.671,0.2355,0.2765,581,0,0,0,1
900,669,0.638,0.0395,0.478,68.4,86.1217,40,43.3149,0.102242
901,336,0.8875,0.22425,0.5365,336,0,0,0,1
902,765,0.9,0.01275,0.6275,0,0,1.44,0.497996,0
903,619,0.828,0.02275,0.2995,108.52,47.4657,57,24.9608,0.175315
904,548,0.952,0.2305,0.462,548,0,0,0,1
905,576,0.6285,0.146,0.3935,491.24,25.7757,26.88,10.4332,0.852847
906,209,0.911,0.1285,0.7345,209,0,0,0,1
907,695,0.977,0.10775,0.605,419.24,107.428,44.4,16.2727,0.603223
908,759,0.7285,0.132,0.442,440.6,43.1071,56.16,15.4152,0.580501
909,285,0.722,0.0925,0.67,207,31.274,37.44,17.2235,0.726316
910,410,0.8125,0.2235,0.4045,410,0,0,0,1
911,670,0.8295,0.08525,0.6925,375.12,116.818,40.72,26.871,0.559881
912,486,0.9665,0.182,0.623,482.92,6.88709,0.44,0.98387,0.993663
913,585,0.898,0.10075,0.2755,572.08,13.3429,2.76,2.77633,0.977915
914,402,0.624,0.12375,0.5405,311.2,39.7183,37.88,19.7634,0.774129
915,280,0.677,0.01175,0.535,0,0,1.32,0.729383,0
916,698,0.93,0.143,0.742,522.52,109.609,32.6,35.7592,0.748596
917,771,0.8585,0.02825,0.3175,108.16,89.6419,68.4,14.0869,0.140285
918,596,0.8535,0.01975,0.302,25.56,20.2017,34.52,26.7083,0.0428859
919,387,0.992,0.09225,0.252,387,0,0,0,1
920,272,0.679,0.14425,0.4095,272,0,0,0,1
921,750,0.6575,0.2395,0.6415,608.8,64.3464,30.32,9.49695,0.811733
922,410,0.8795,0.20575,0.331,410,0,0,0,1
923,526,0.982,0.20025,0.6895,514.12,16.4958,3.28,6.1296,0.977414
924,676,0.795,0.24375,0.2735,676,0,0,0,1
925,465,0.6355,0.0625,0.6985,150.8,132.41,64.08,31.0115,0.324301
926,695,0.9675,0.05725,0.257,376.24,24.9709,55.84,3.90487,0.541353
927,732,0.6895,0.21975,0.7185,600.44,89.7642,30.16,19.1423,0.820273
928,322,0.665,0.19575,0.3825,322,0,0,0,1
929,570,0.9405,0.0875,0.4795,289.24,64.5485,61.84,12.8323,0.507439
930,327,0.5275,0.078,0.64,146.8,54.5375,91.08,33.643,0.44893
931,702,0.578,0.09325,0.359,328.52,100.068,87.52,8.01074,0.467977
932,474,0.913,0.0465,0.4515,136.36,62.2422,71.68,14.9984,0.287679
933,351,0.517,0.0005,0.664,0,0,581.04,31.1032,0
934,207,0.5105,0.00475,0.6905,0,0,56.52,0.756307,0
935,268,0.834,0.124,0.348,268,0,0,0,1
936,311,0.8745,0.22725,0.557,311,0,0,0,1
937,207,0.7905,0.0835,0.63,195.48,6.70761,10.12,6.02262,0.944348
938,565,0.925,0.00975,0.2985,0,0,3.48,1.10091,0
939,649,0.514,0.05925,0.4325,132.52,45.4166,133.88,17.4302,0.204191
940,446,0.788,0.23075,0.2685,446,0,0,0,1
941,642,0.7155,0.02,0.5145,0,0,0,0,0
942,255,0.6415,0.168,0.692,255,0,0,0,1
943,418,0.971,0.205,0.4635,418,0,0,0,1
944,525,0.8135,0.1965,0.2915,525,0,0,0,1
945,346,0.9225,0.19625,0.3045,346,0,0,0,1
946,787,0.7605,0.109,0.255,585.2,39.8088,46.48,11.4391,0.743583
947,276,0.8315,0.1455,0.6405,276,0,0,0,1
948,389,0.8915,0.2495,0.6425,389,0,0,0,1
949,235,0.899,0.154,0.3605,235,0,0,0,1
950,248,0.5635,0.1145,0.5125,248,0,0,0,1
951,432,0.74,0.022,0.6885,0,0,0,0,0
952,514,0.862,0.1825,0.6535,478.36,21.0905,10.72,9.00733,0.930661
953,325,0.809,0.21175,0.613,325,0,0,0,1
954,493,0.6725,0.00575,0.707,0,0,46.88,3.91306,0
955,797,0.748,0.02625,0.436,6.12,13.6847,7.88,17.5086,0.0076788
956,225,0.989,0.243,0.634,225,0,0,0,1
957,376,0.9885,0.01325,0.298,21.44,14.3537,30.44,8.21876,0.0570213
958,427,0.994,0.0155,0.441,4.2,7.72787,11.28,17.6208,0.00983607
959,358,0.907,0.19325,0.357,358,0,0,0,1
960,521,0.894,0.14375,0.6295,439.72,27.5777,19.08,5.94407,0.843992
961,273,0.9865,0.08,0.3715,273,0,0,0,1
962,432,0.9965,0.17525,0.6185,432,0,0,0,1
963,375,0.744,0.02325,0.6845,0,0,0,0,0
964,316,0.8925,0.18275,0.453,316,0,0,0,1
965,300,0.866,0.20475,0.3665,300,0,0,0,1
966,210,0.7465,0.193,0.3375,210,0,0,0,1
967,549,0.6105,0.13925,0.428,385.04,52.4308,49.28,15.4075,0.701348
968,625,0.846,0.10325,0.6,346.88,110.362,48.84,26.6906,0.555008
969,709,0.6995,0.06025,0.497,124.76,42.598,108.72,19.5369,0.175966
970,573,0.7145,0.17125,0.411,564.04,12.5908,3,4.11339,0.984363
971,223,0.955,0.22175,0.506,223,0,0,0,1
972,779,0.526,0.0505,0.4915,91.96,72.1044,101.68,44.9218,0.118049
973,229,0.8455,0.096,0.7295,209.84,7.66733,12.68,7.2974,0.916332
974,483,0.8655,0.1055,0.4015,445.6,38.2387,13.08,11.712,0.922567
975,383,0.6735,0.05,0.4875,111.52,9.92431,86.84,11.0846,0.291175
976,753,0.5065,0.0715,0.665,243.32,170.691,38.6,28.8191,0.323134
977,666,0.9905,0.0035,0.7395,0,0,102.84,4.8998,0
978,661,0.7415,0.15925,0.405,596.04,74.8798,17.36,18.4897,0.901725
979,540,0.881,0.16125,0.2965,540,0,0,0,1
980,393,0.6665,0.18225,0.2895,393,0,0,0,1
981,533,0.8895,0.0795,0.5825,256.92,76.5776,57.24,24.8026,0.482026
982,510,0.7525,0.08975,0.7365,217.52,124.223,68.6,31.4792,0.42651
983,411,0.95,0.01025,0.579,0,0,2.4,0.761577,0
984,735,0.77,0.00725,0.6865,0,0,21.32,1.6285,0
985,630,0.7085,0.12775,0.4385,424.44,59.467,53.4,21.0694,0.673714
986,726,0.6275,0.00425,0.6665,0,0,118.16,3.67532,0
987,471,0.933,0.127,0.2975,471,0,0,0,1
988,621,0.9345,0.0355,0.7055,0,0,0.52,1.16276,0
989,645,0.7305,0.0685,0.2875,331.76,20.2061,72.56,6.1113,0.514357
990,744,0.82,0.13225,0.746,408.64,186.101,56.28,36.5444,0.549247
991,648,0.691,0.2205,0.394,648,0,0,0,1
992,230,0.8605,0.0755,0.481,229.08,1.41138,0.56,0.817313,0.996
993,752,0.501,0.14825,0.6255,337.84,110.815,123.44,61.8413,0.449255
994,208,0.814,0.1605,0.6065,208,0,0,0,1
995,374,0.818,0.2215,0.525,374,0,0,0,1
996,728,0.717,0.094,0.6145,271.68,107.482,99.4,21.691,0.373187
997,773,0.9265,0.0765,0.5745,328.52,101.917,68.6,10.4163,0.424994
998,454,0.682,0.23675,0.747,446.2,13.3387,1.8,2.8775,0.982819
999,599,0.8275,0.106,0.5795,356.88,89.2179,54.56,21.3122,0.595793
